case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work,parallelism
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08,110,0.105984,3758,17.310360277999997,check-sat-assuming,17.31,0.000360278,0.205458,8e-05,0,4.378163,1
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.45,110,0.105216,3758,16.864165217999997,check-sat-assuming,16.863799999999998,0.000365218,0.205458,8e-05,0,4.378143,1
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38,110,0.1056,3758,16.784740398,check-sat-assuming,16.7844,0.000340398,0.205458,8e-05,0,4.378143,1
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.87,110,0.1056,3758,17.172531271,check-sat-assuming,17.1722,0.000331271,0.205458,8e-05,0,4.378143,1
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.10,110,0.1056,3758,16.494321162,check-sat-assuming,16.494,0.000321162,0.205458,8e-05,0,4.378143,1
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,834,0.129792,3758,17.954865700000003,check-sat-assuming,17.9019,0.0529657,0.204968,0.00057,0,4.378615,8
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,833,0.129024,3758,18.214029999999998,check-sat-assuming,18.0921,0.12193000000000001,0.204975,0.000563,0,4.378917,8
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,830,0.12864,3758,18.835632,check-sat-assuming,18.6918,0.143832,0.204961,0.000577,0,4.379106,8
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,828,0.127872,3758,18.057774000000002,check-sat-assuming,17.9113,0.146474,0.204967,0.000571,0,4.379089,8
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,831,0.127872,3758,17.98844,check-sat-assuming,17.8675,0.12093999999999999,0.204974,0.000564,0,4.37897,8
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1566,0.152064,3758,22.3232613,check-sat-assuming,22.290599999999998,0.0326613,0.204419,0.001119,0,4.379661,16
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30,1529,0.14976,3758,22.534253,check-sat-assuming,22.0616,0.47265300000000005,0.204418,0.00112,0,4.380135,16
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,1535,0.151296,3758,22.876170000000002,check-sat-assuming,22.4313,0.44487,0.204418,0.00112,0,4.380188,16
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30,1514,0.150528,3758,22.166019,check-sat-assuming,21.7332,0.432819,0.204396,0.001142,0,4.380269,16
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,1509,0.151296,3758,22.408154,check-sat-assuming,21.9112,0.496954,0.204411,0.001127,0,4.380124,16
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,2194,0.17664,3758,28.6647738,check-sat-assuming,28.5944,0.0703738,0.203852,0.001686,0,4.380633,24
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2166,0.173952,3758,28.613782,check-sat-assuming,27.849700000000002,0.764082,0.20388,0.001658,0,4.380899,24
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,2141,0.174336,3758,29.057616000000003,check-sat-assuming,28.2829,0.774716,0.203877,0.001661,0,4.381334,24
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,2170,0.171648,3758,29.15018,check-sat-assuming,28.4314,0.71878,0.203878,0.00166,0,4.381191,24
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,2103,0.17088,3758,30.04157,check-sat-assuming,29.0065,1.03507,0.203854,0.001684,0,4.381495,24
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,2897,0.196608,3758,32.9690308,check-sat-assuming,32.9264,0.0426308,0.203323,0.002215,0,4.381165,32
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,2705,0.187008,3758,33.34798,check-sat-assuming,32.0558,1.29218,0.203311,0.002227,0,4.382561,32
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,2734,0.192768,3758,33.91645,check-sat-assuming,32.5717,1.34475,0.203332,0.002206,0,4.38253,32
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,2694,0.193536,3758,33.63798,check-sat-assuming,32.3711,1.26688,0.203364,0.002174,0,4.382168,32
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,2610,0.193536,3758,33.37321,check-sat-assuming,32.0916,1.28161,0.203308,0.00223,0,4.382194,32
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,3288,0.20928,3758,38.707921999999996,check-sat-assuming,38.5736,0.134322,0.202771,0.002767,0,4.38233,40
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90,3209,0.19968,3758,39.11107,check-sat-assuming,37.3257,1.78537,0.202808,0.00273,0,4.383773,40
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,3262,0.205824,3758,39.51357,check-sat-assuming,37.5705,1.9430699999999999,0.202781,0.002757,0,4.383504,40
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,3176,0.208512,3758,38.84778,check-sat-assuming,37.2248,1.62298,0.202805,0.002733,0,4.383007,40
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,3144,0.211584,3758,38.83543,check-sat-assuming,36.8864,1.94903,0.202829,0.002709,0,4.383273,40
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,3479,0.25152,3758,47.84805,check-sat-assuming,44.8295,3.0185500000000003,0.202375,0.003163,0,4.38319,48
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,3499,0.220408,3758,46.73052,check-sat-assuming,43.755199999999995,2.97532,0.202276,0.003262,0,4.384468,48
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,3466,0.22464,3758,47.47752,check-sat-assuming,44.2945,3.18302,0.202277,0.003261,0,4.384605,48
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,3666,0.227708,3758,47.43148,check-sat-assuming,44.698,2.73348,0.202273,0.003265,0,4.384318,48
symex,shuffle-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00,3560,0.225792,3758,47.246080000000006,check-sat-assuming,44.782300000000006,2.4637800000000003,0.202311,0.003227,0,4.383902,48
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.68,105,6.288384,224504,638.8321296,check-sat-assuming,638.83,0.0021295999999999997,4.491401,0.695595,6828,327.071747,1
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.00,105,6.286464,224504,623.06000724,check-sat-assuming,623.058,0.00200724,4.498101,0.688895,6761,327.071747,1
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.10,105,6.286848,224504,630.56503899,check-sat-assuming,630.563,0.00203899,4.493486,0.69351,6807,327.071747,1
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.74,105,6.28608,224504,625.1100021999999,check-sat-assuming,625.108,0.0020022,4.493486,0.69351,6807,327.071747,1
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.78,105,6.286848,224504,625.05704507,check-sat-assuming,625.055,0.00204507,4.493486,0.69351,6807,327.071747,1
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.46,818,6.453028,224504,685.27945376,check-sat-assuming,685.277,0.00245376,4.465958,0.721038,7071,327.071747,8
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.66,816,6.45668,224504,684.89734593,check-sat-assuming,684.895,0.00234593,4.467608,0.719388,7053,327.071747,8
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.57,815,6.456092,224504,682.19327716,check-sat-assuming,682.191,0.00227716,4.467009,0.719987,7061,327.071747,8
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.89,817,6.457656,224504,687.78031902,check-sat-assuming,687.778,0.00231902,4.467489,0.719507,7056,327.071747,8
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.48,819,6.4558,224504,689.62936796,check-sat-assuming,689.627,0.00236796,4.466364,0.720632,7070,327.071747,8
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.94,1581,6.521456,224504,792.57268662,check-sat-assuming,792.57,0.00268662,4.461416,0.72558,7108,327.071747,16
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.90,1588,6.522144,224504,795.15754726,check-sat-assuming,795.155,0.00254726,4.458473,0.728523,7140,327.071747,16
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.70,1586,6.5283,224504,790.71351693,check-sat-assuming,790.711,0.0025169299999999997,4.460295,0.726701,7121,327.071747,16
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.51,1591,6.524508,224504,791.13443933,check-sat-assuming,791.132,0.00243933,4.458497,0.728499,7140,327.071747,16
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.40,1592,6.527384,224504,790.48364247,check-sat-assuming,790.481,0.00264247,4.459711,0.727285,7126,327.071747,16
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.75,2339,6.587384,224504,949.64894004,check-sat-assuming,949.646,0.00294004,4.45064,0.736356,7211,327.071747,24
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.98,2363,6.606128,224504,945.58168343,check-sat-assuming,945.579,0.00268343,4.452263,0.734733,7196,327.071747,24
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.40,2350,6.602908,224504,949.88280352,check-sat-assuming,949.88,0.00280352,4.451413,0.735583,7204,327.071747,24
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.95,2363,6.598336,224504,945.68980533,check-sat-assuming,945.687,0.00280533,4.451743,0.735253,7198,327.071747,24
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.89,2337,6.598592,224504,953.7308268099999,check-sat-assuming,953.728,0.00282681,4.449008,0.737988,7226,327.071747,24
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.98,3042,6.667436,224504,1232.82293142,check-sat-assuming,1232.82,0.00293142,4.446962,0.740034,7243,327.071747,32
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.23,3035,6.672688,224504,1232.60293353,check-sat-assuming,1232.6,0.00293353,4.446222,0.740774,7249,327.071747,32
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.45,3033,6.67162,224504,1233.23261393,check-sat-assuming,1233.23,0.00261393,4.447597,0.739399,7233,327.071747,32
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.75,3022,6.665436,224504,1239.46264841,check-sat-assuming,1239.46,0.0026484100000000003,4.447644,0.739352,7232,327.071747,32
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.91,3051,6.67162,224504,1237.54273047,check-sat-assuming,1237.54,0.00273047,4.446849,0.740147,7243,327.071747,32
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.20,3735,6.72676,224504,1438.6333172500001,check-sat-assuming,1438.63,0.00331725,4.440316,0.74668,7299,327.071747,40
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02,3720,6.732912,224504,1425.272916,check-sat-assuming,1425.27,0.0029159999999999998,4.443799,0.743197,7267,327.071747,40
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.68,3684,6.736292,224504,1426.8330095,check-sat-assuming,1426.83,0.0030095,4.441109,0.745887,7293,327.071747,40
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.73,3666,6.735012,224504,1417.0831066599999,check-sat-assuming,1417.08,0.0031066600000000002,4.444257,0.742739,7263,327.071747,40
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.51,3697,6.730656,224504,1428.94303051,check-sat-assuming,1428.94,0.00303051,4.4434,0.743596,7273,327.071747,40
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.75,4281,6.804004,224504,1592.27339801,check-sat-assuming,1592.27,0.0033980100000000004,4.439456,0.74754,7303,327.071747,48
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.47,4335,6.814228,224504,1590.19317997,check-sat-assuming,1590.19,0.00317997,4.440314,0.746682,7295,327.071747,48
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.71,4322,6.810236,224504,1581.76327019,check-sat-assuming,1581.76,0.00327019,4.44012,0.746876,7296,327.071747,48
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.74,4327,6.802248,224504,1583.5432340099999,check-sat-assuming,1583.54,0.00323401,4.437722,0.749274,7323,327.071747,48
symex,sort-7,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.11,4307,6.815224,224504,1580.16307445,check-sat-assuming,1580.16,0.0030744500000000003,4.442208,0.744788,7274,327.071747,48
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.49,107,6.60672,224504,312.38592306000004,check-sat-assuming,312.384,0.00192306,5.171065,0.015947,156,305.283688,1
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.63,107,6.605952,224504,313.40063241,check-sat-assuming,313.399,0.00163241,5.171061,0.015951,156,305.283605,1
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.28,107,6.605952,224504,315.43286894,check-sat-assuming,315.431,0.0018689400000000001,5.171061,0.015951,156,305.283605,1
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.81,107,6.605568,224504,311.91678937,check-sat-assuming,311.915,0.00178937,5.171065,0.015947,156,305.283605,1
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.99,107,6.605184,224504,312.21886249,check-sat-assuming,312.217,0.00186249,5.171061,0.015951,156,305.283605,1
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.47,828,6.786116,224504,364.24712133,check-sat-assuming,364.245,0.00212133,5.165199,0.021813,208,305.281634,8
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.26,835,6.738488,224504,360.2184004,check-sat-assuming,360.173,0.0454004,5.164935,0.022077,212,305.285199,8
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.94,828,6.791532,224504,363.01069889999997,check-sat-assuming,362.998,0.0126989,5.165364,0.021648,206,305.28249,8
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.37,824,6.79032,224504,357.2124239,check-sat-assuming,357.142,0.0704239,5.165647,0.021365,204,305.284264,8
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.25,834,6.785668,224504,361.1572486,check-sat-assuming,361.123,0.034248600000000004,5.164966,0.022046,211,305.284974,8
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.20,1641,6.863284,224504,475.21554430000003,check-sat-assuming,475.192,0.0235443,5.157937,0.029075,274,305.286071,16
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.09,1643,6.863772,224504,471.977884,check-sat-assuming,471.829,0.148884,5.157682,0.02933,276,305.285478,16
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.01,1642,6.864192,224504,472.43426300000004,check-sat-assuming,472.141,0.293263,5.159626,0.027386,257,305.284746,16
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.42,1632,6.862928,224504,472.318419,check-sat-assuming,472.187,0.131419,5.162524,0.024488,229,305.285928,16
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.05,1641,6.86466,224504,470.548269,check-sat-assuming,470.383,0.165269,5.161847,0.025165,236,305.285405,16
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.91,2449,7.022816,224504,540.6040928,check-sat-assuming,540.583,0.021092800000000002,5.151587,0.035425,330,305.285921,24
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.24,2450,7.012864,224504,541.145243,check-sat-assuming,541.038,0.10724299999999999,5.151986,0.035026,329,305.2852,24
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.00,2425,6.981476,224504,540.033738,check-sat-assuming,539.727,0.306738,5.15447,0.032542,302,305.286257,24
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.28,2436,7.001464,224504,531.029841,check-sat-assuming,530.725,0.30484100000000003,5.155179,0.031833,295,305.287007,24
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.12,2448,7.022512,224504,540.196446,check-sat-assuming,539.899,0.29744600000000004,5.15498,0.032032,296,305.286409,24
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.58,3202,7.158372,224504,590.3868933,check-sat-assuming,590.341,0.045893300000000005,5.15011,0.036902,339,305.286532,32
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.29,3254,7.140424,224504,586.8769689999999,check-sat-assuming,586.415,0.461969,5.152221,0.034791,318,305.28726,32
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.82,3254,7.143372,224504,589.598013,check-sat-assuming,589.248,0.35001299999999996,5.151212,0.0358,326,305.286593,32
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.95,3243,7.124024,224504,591.081639,check-sat-assuming,590.635,0.446639,5.150614,0.036398,335,305.286296,32
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.84,3251,7.149304,224504,596.702728,check-sat-assuming,596.417,0.285728,5.149217,0.037795,347,305.286884,32
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.59,4013,7.283428,224504,697.1533463,check-sat-assuming,697.108,0.0453463,5.14565,0.041362,376,305.287257,40
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64,4019,7.274476,224504,706.09412,check-sat-assuming,705.566,0.52812,5.145316,0.041696,381,305.287301,40
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.55,3989,7.261844,224504,703.830335,check-sat-assuming,703.16,0.670335,5.144428,0.042584,390,305.287832,40
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.27,4018,7.267528,224504,691.557381,check-sat-assuming,691.03,0.527381,5.14838,0.038632,350,305.286701,40
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.44,4006,7.261176,224504,706.837431,check-sat-assuming,706.327,0.510431,5.145087,0.041925,382,305.288651,40
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.36,4678,7.455428,224504,168.11975299999997,check-sat-assuming,167.307,0.8127530000000001,5.144381,0.042631,383,305.292588,48
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.81,4723,7.379216,224504,179.418562,check-sat-assuming,178.642,0.776562,5.143618,0.043394,392,305.288954,48
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.14,4675,7.42588,224504,169.47067800000002,check-sat-assuming,168.747,0.723678,5.145873,0.041139,367,305.286325,48
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.76,4722,7.433892,224504,182.302866,check-sat-assuming,181.387,0.915866,5.143475,0.043537,393,305.289229,48
symex,sort-7,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.92,4689,7.449908,224504,173.090417,check-sat-assuming,172.407,0.683417,5.146178,0.040834,367,305.289058,48
